# head,phon,pos,synonyms(;),example_base,example_translation
greenhouse effect,,noun,drivhuseffekt,It is time to stop waffling so much and say that the evidence is pretty strong that the greenhouse effect is here.,
spectacles,ˈspɛktəkl̩z,noun,briller,He needed to get new spectacles because his original ones had broken.,
superfluous,suːˈpɜːflu.əs,adj,overflødig,"With a full rain suit, carrying an umbrella may be superfluous.",
block,blɒk,noun,karré;karre,a block of ice; a block of stone,
block,blɒk,verb,spærre;blokere,The pipe was blocked by leaves.,
press,pɹɛs,noun,presse;trykpresse,Connecting to the service is almost idiot proof and takes just a few button presses.,
wardrobe,ˈwɔːdɹəʊb,noun,garderobe;garderobeskab;klædeskab,"Now death... crams his store house to the top with bloud,
Might I now and Andrea in one fight,
Make vp thy wardroope
Richer by a knight.",
tedious,ˈtiː.dɪəs,adj,kedelig;trættende;triviel,"John Gilpin's ſpouse ſaid to her dear, / Though wedded we have been / Theſe twice ten tedious years, yet we / No holiday have ſeen.",
incident,ˈɪn.sɪ.dənt,noun,begivenhed,She could not recall the time of the incident.,
sue,suː,verb,lægge sag an;sagsøge;stævne,sue someone for selling a faulty product,
oral sex,,noun,oralsex,"Oral sex for men can last forever, but when women's turn comes it lasts 10 seconds.",
furniture,ˈfɜːnɪtʃə,noun,møbel;inventar,The woman does not even have one stick of furniture moved in yet.,
left-handed,lɛftˈhændɪd,adj,kejthåndet;venstrehåndet,The commendations of this people are not always […]left-handed and detractive.,
bachelor,ˈbæt͡ʃ.ə.lə(ɹ),noun,bachelor;ungkarl,As merry and mellow an old bachelor as ever followed a hound.,
bachelor party,,noun,polterabend,She has a bachelor party.,Hun har en polterabend.
bachelorette party,,noun,polterabend,We need a bachelorette party.,Vi behøver en polterabend.
taxman,ˈtæksmæn,noun,væsenet;skattefar,"The taxman’s taken all my dough.
Left me in my stately home.",
dough,dəʊ,noun,dej,Pizza dough is very stretchy.,
bake,beɪk,verb,bage;tørre,I baked a delicious cherry pie.,
baking,ˈbeɪkɪŋ(ɡ),noun,bagning,I’m going to do some baking this afternoon.,
tumor,tjuː.mə,noun,svulst;tumor,a benign tumor,
doona,ˈduːnə,noun,dyne,He had put the doona on sideways. My feet were sticking out.,
duvet,d(j)uːˈveɪ,noun,dyne;dundyne;dynebetræk,He pulled the thick duvet over his head to block out the morning light.,
computer virus,,noun,computervirus,We need a computer virus.,Vi behøver en computervirus.
character,ˈkæɹɪktə,noun,figur;rolle;person;personage;karakter,A single locus governing the petal colour character was detected on the linkage group A2.,
clan,klæn,noun,klan,I can see a clan.,Jeg kan se en klan.
flay,fleɪ,verb,flå,"The farmer flayed him as he had the bear, and so he had both bear-skin and fox-skin.",
await,əˈweɪt,verb,afvente,I await your reply to my letter.,
monitor,ˈmɒn.ɪ.tə,noun,overvåge;aflytte;skærm;billedskærm;monitor,"The camp monitors look after the children during the night, when the teachers are asleep.",
cabriolet,kæ.bɹi.əˈleɪ,noun,cabriolet,She has a cabriolet.,Hun har en cabriolet.
time travel,,noun,tidsrejse,I can see a time travel.,Jeg kan se en tidsrejse.
time-traveller,,noun,tidsrejsende,I can see a time-traveller.,Jeg kan se en tidsrejsende.
eccentric,ɪkˈsɛntɹɪk,adj,excentrisk,"As of 2008, Margaret had the most eccentric orbit of any moon in the solar system, though Nereid's mean eccentricity is greater.",
eccentric,ɪkˈsɛntɹɪk,noun,excentriker,"Eccentrics live longer, happier, and healthier lives than conformist normal citizens, according to the neuropsychologist David Weeks.",
duress,djʊˈɹɛs,noun,tvang,"The agreements […] made with the landlords during the time of slavery, are only the effect of duress and force.",
place,pleɪs,noun,plads;gård;torg;sted;siddeplads,"Ay, sir, the other squirrel was stolen from me by the hangman's boys in the market-place",
place,pleɪs,verb,placere;anbringe;lægge;sætte,He placed the glass on the table.,
coordinate,koʊˈɔɹdənət,noun,koordinat,Give me your coordinates and we'll come and rescue you.,
coordinate,koʊˈɔɹdəˌneɪt,verb,koordinere,It can be difficult to coordinate movement of both legs after an operation.,
hypothetical,ˌhaɪpəˈθɛtɪkəl,adj,hypotetisk,She is hypothetical.,Hun er hypotetisk.
shortcut,ˈʃɔːtkʌt,noun,genvej,East Midlands Railway is introducing new shortcuts for claiming compensation in the event of late-running services.,
tachyon,ˈtæk.i.ɒn,noun,takyon,I can see a tachyon.,Jeg kan se en takyon.
story,ˈstɔː.ɹi,noun,historie;fortælling;beretning,The book tells the story of two roommates.,
pronto,ˈpɹɒntəʊ,adv,omgående;med det samme,I need to finish this assignment pronto.,
joke,d͡ʒəʊk,noun,vittighed;vits;joke;spøg,Or witty joke our airy senses moves / To pleasant laughter.,
joke,d͡ʒəʊk,verb,spøge,I didn’t mean what I said — I was only joking.,
time machine,,noun,tidsmaskine,"If I had a time machine / And if life was a movie scene / I'd rewind, and I'd tell me / ""Ru-u-u-u-u-u-u-un""",
telephone number,,noun,telefonnummer,How much is that Rolls Royce? We are talking telephone numbers.,
incest,ˈɪnsɛst,noun,incest;blodskam,Genetic problems caused by incest are thought to have plagued many royal families in the Middle Ages.,
nerve,nɝv,noun,nerve,The nerves can be seen through the skin.,
werewolf,ˈwɛːwʊlf,noun,varulv,Near-synonym: dogman,
onomatopoeic,ˌɒnəmætəˈpiːɪk,adj,onomatopoietisk;lydefterlignende,She is onomatopoeic.,Hun er onomatopoietisk.
ruminate,ˈɹumɪneɪt,verb,drøvtygge;tygge drøv,A camel will ruminate just as a cow will.,
mythos,ˈmɪθɒs,noun,mytologi,"POLY′MYTHY (S[ubstantive]) in Poetry, a fault in an epic poem, when inſtead of a ſingle mythos, or fable, there is a multiplicity of them.",
sulfuric acid,,noun,svovlsyre,We need a sulfuric acid.,Vi behøver en svovlsyre.
earwax,,noun,ørevoks,"Her's Agamemnon, an honeſt fellow inough and one that loues quailes, but hee has not ſo much braine as eare-wax, […]",
sheathe,ʃiːð,verb,stikke i skede,"Sheath your Dagger: / Be angry when you will, it ſhall haue ſcope: […]",
and/or,ˈændɔː(ɹ),conj,og;eller,List three personal and/or business references.,
past,pɑːst,noun,fortid;datid;præteritum,a book about a time machine that can transport people back into the past,
present,ˈpɹɛzənt,adj,nuværende;nærværende;tilstedeværende;til stede,The barbaric practice continues to the present day.,
present,ˈpɹɛzənt,noun,nutid,She has a present.,Hun har en nutid.
present,ˈpɹɛzənt,verb,præsentere;byde sig,to present an envoy to the king,
have another think coming,,verb,tro om igen,"If you think you're going to marry my daughter, you have another think coming.",
earwig,ˈɪə(ɹ)wɪɡ,noun,ørentvist,"""That's a fine young fellow,"" said the historiographer of earwigs, to an American who stood next him in the crowd.",
gerbil,ˈd͡ʒɝbl̩,noun,ørkenrotte,I can see a gerbil.,Jeg kan se en ørkenrotte.
coconut milk,,noun,kokosmælk,We need a coconut milk.,Vi behøver en kokosmælk.
circumference,sɜːˈkʌmfɹəns,noun,omkreds,She has a circumference.,Hun har en omkreds.
cannibal,ˈkænɪbəl,noun,kannibal,These insects were not uncommon beneath stones. I found one cannibal scorpion quietly devouring another.,
cannibalism,ˈkanɪbəlɪz(ə)m,noun,kannibalisme,"Cannibalism does not openly figure amongst aboriginal misdeeds, but in the northern part of Queensland it is no uncommon vice.",
optimize,ˈɑptɪmaɪz,verb,optimere,We need to optimize the supply chain to reduce costs.,
principle,ˈpɹɪnsɪpəl,noun,princip,We need some sort of principles to reason from.,
back-formation,,noun,subtraktionsdannelse,"Back-formations, such as ""tambour"" (for ""play the tambourine""), are a staple of comedic wordplay.",
positive,ˈpɑzɪtɪv,adj,positiv,"In laws, that which is natural bindeth universally; that which is positive, not so.",
conservative,kənˈsɜːvətɪv,noun,konservativ,I can see a conservative.,Jeg kan se en konservativ.
conservative,kənˈsɜːvətɪv,adj,konservativ,The chef added a conservative amount of salt to the dish.,
status quo,ˌsteɪ.təs ˈkwəʊ,noun,status quo,We need a status quo.,Vi behøver en status quo.
offal,ˈɒfəl,noun,slagteriaffald;indmad,She has a offal.,Hun har en slagteriaffald.
stratocracy,,noun,militærstyre,I can see a stratocracy.,Jeg kan se en militærstyre.
obtain,əbˈteɪn,verb,erholde;opnå,obtain permission,
occasion,əˈkeɪʒən,noun,lejlighed;anledning;begivenhed;grund;behov,"At this point, she seized the occasion to make her own observation.",
occasion,əˈkeɪʒən,verb,foranledige;forårsage,It is seen that the mental changes are occasioned by a change of polarity.,
ode,oʊd,noun,ode,write an ode to someone,
orifice,ˈɒɹɪfɪs,noun,åbning,the orifice of an artery or vein; the orifice of a wound; the vagina and other orifices,
fade,feɪd,verb,falme,"The Golden Bear faded the ball from left to right with great consistency, so he seldom had to worry about trouble on the left.",
pack,pæk,noun,flok,The horses carried the packs across the plain.,
pervert,ˈpəː.vəːt,noun,perverst menneske,"According to the Holy Qur'an, those who cast off God's signs and follow Satan and their caprice are perverts; they are likened to dogs […]",
pact,pækt,noun,pagt,write up a pact,
pad,pæd,noun,hynde;trædepude;hybel,It is a general practice to pad down a condenser mike with as much as a 20-30 dB pad.,
page,peɪd͡ʒ,noun,side,The book which he was reading had 213 pages.,
page,peɪd͡ʒ,noun,page,"Woman, why don't you be answering any of my pages?",
painful,ˈpeɪn.fəl,adj,smertefuld;smertelig,"In a 2008 case report from India, doctors described removing a giant tonsillolith that was making it painful for a young patient to swallow.",
paternal,pəˈtɜː(ɹ)nəl,adj,faderlig;alfaderlig,paternal grandfather,
cardiologist,,noun,kardiolog;hjertelæge,The homeless guy thus ends up getting treated by one of the best cardiologists in the city.,
patch,pæt͡ʃ,noun,lap;bed;jordstykke,His sleeves had patches on the elbows where different fabric had been sewn on to replace material that had worn away.,
professor,pɹəˈfɛsɚ,noun,professor,Professor is what you become after teaching for twenty to thirty years.,
acquit,əˈkwɪt,verb,frifinde,"""You're acquitted, and I'm sorry about the new dent.""",
perpetrator,ˈpɜː(ɹ).pɪˌtɹeɪt.ə(ɹ),noun,gerningsmand,perpetrator of violence,
personal,ˈpɜː.sə.nəl,adj,personlig,personal values; personal desire,
perspicacious,ˌpɜː.spɪˈkeɪ.ʃəs,adj,klarsynet,As a gay prisoner my incarceration has given me a perspicacious view of our judicial system.,
perverse,pɚˈvɝs,adj,pervers,The diverted or perverse way is also not an easy path to walk. It is rightly called “crooked” and “twisting.”,
petty,ˈpɛt.i,adj,ubetydelig;betydningsløs;uviktig;smålig,a petty fault    petty squabbles,
scarab,ˈskæɹəb,noun,skarabæ,I can see a scarab.,Jeg kan se en skarabæ.
phase,feɪz,noun,fase,The problem has many phases.,
pimp,pɪmp,noun,alfons,A fella looking dapper / And he's sittin' with a slapper / Then I see it's a pimp / And his crack whore,
pious,ˈpaɪəs,adj,ydmyg;from,A pious cause.,
pirouette,ˌpɪ.ɹʊˈɛt,noun,piruet,She has a pirouette.,Hun har en piruet.
phlegm,flɛm,noun,slim,"Orloff's phlegm broke completely, and he snatched at the monocle as it dropped[.]",
taxi,ˈtæk.si,noun,taxa;taxi;vogn;hyrevogn,"""Taxi,"" he called. And when one pulled up to the curb with screeching brakes he ordered, ""The nearest restaurant.""",
taxi,ˈtæk.si,verb,taxie,taxi down the runway,
quartermaster,ˈk(w)ɔɹtɚˌmæstɚ,noun,kvartermester,I can see a quartermaster.,Jeg kan se en kvartermester.
quay,kiː,noun,kaj,moor up in the quay,
quite,kwaɪt,adv,temmelig;ret;ganske,"Thus when they had the witch diſrobed quight, / And all her filthy feature open ſhowne, / They let her goe at will, and wander waies vnknowne.",
quotient,ˈkwəʊʃənt,noun,kvotient,Dividing 12 by 4 yields a quotient of 3.,
quota,ˈkwəʊtə,noun,kvote,We need a quota.,Vi behøver en kvote.
impossible,ɪmˈpɒs.ɪ.bəl,adj,umulig;umuligt,"13 March 1962, John F. Kennedy, speech at the White House
Those who make peaceful revolution impossible will make violent revolution inevitable.",
impossible,ɪmˈpɒs.ɪ.bəl,noun,umulighed,"In fact, to most people, the real impossibles do not seem impossible, or wonderful, or even difficult at all.",
posse,ˈpɒ.si,noun,bande,"While Wyatt dismounted and aimed his shotgun at Brocius, the rest of his posse retreated.",
spite,spaɪt,verb,mishandle;hade,"She soon married again, to spite her ex-husband.",
genuflect,ˈd͡ʒɛn.jʊ.flɛkt,verb,bøje knæ,"At high Mass the deacon and subdeacon stand on either side, genuflect too, and answer.",
mad,ˈmæd,adj,vanvittig;skør;sindssyg;gal;vred,You want to spend $1000 on a pair of shoes? Are you mad?,
jarl,jɑɹl̩,noun,jarl,"There were three kinds of Viking: thralls, karls and jarls. Thralls were the slaves. They were owned by karls and jarls.",
anti-Semitic,ˌæntiːsəˈmɪtɪk,adj,antisemitisk,She is anti-Semitic.,Hun er antisemitisk.
anti-Semite,ˌæntiˈsɛmaɪt,noun,antisemit,"Aw yes, nothing screams Scottish freedom quite like a millionaire Australian anti-Semite on horseback.",
libel,ˈlaɪbəl,noun,injurie;ærekrænkelse;æresfornærmelse;bagvaskelse;smædeskrift,"Peter Parker: Spider-Man wasn't trying to attack the city, he was trying to save it. That's slander.",
libel,ˈlaɪbəl,verb,bagtale;bagvaske,He libelled her when he published that.,
mute,mjuːt,adj,stum;umælende,"He ask’d, but all the Heav’nly Quire ſtood mute, / And ſilence was in Heav’n: […]",
archery,ˈɑɹt͡ʃəɹiː,noun,bueskydning,I can see a archery.,Jeg kan se en bueskydning.
wikify,ˈwɪkifaɪ,verb,wikifere,"As a starting point, I've wikified an article I wrote a while ago.",
belligerent,bəˈlɪdʒ.(ə).ɹənt,adj,krigsførende;krigslysten;krigs-;stridslysten,She is belligerent.,Hun er krigsførende.
astute,əsˈtjuːt,adj,dreven;kvik;skarpsindig,astute analysis,
acuity,əˈkjuːɪti,noun,skarphed,The old woman with dementia lost her mental acuity.,
acupuncture,ˈæ.kjuˌpʌŋk.t͡ʃɜ,noun,akupunktur,We need a acupuncture.,Vi behøver en akupunktur.
trajectory,tɹəˈd͡ʒɛktəɹi,noun,bane,She has a trajectory.,Hun har en bane.
scientist,ˈsaɪəntɪst,noun,videnskabsmand;videnskabskvinde,I can see a scientist.,Jeg kan se en videnskabsmand.
lagoon,ləˈɡuːn,noun,lagune;strandsø,She has a lagoon.,Hun har en lagune.
paste,peɪst,verb,indsætte;sætte ind,I will paste tomorrow.,Jeg vil indsætte i morgen.
giant,ˈd͡ʒaɪ.ənt,noun,kæmpe,The giants also had been outlawed along with Satan because they had fought against god.,
divulge,daɪˈvʌld͡ʒ,verb,offentliggøre,I will never divulge that secret to anyone.,
bilge,bɪld͡ʒ,noun,bundvand,talk bilge,
nowadays,ˈnaʊ.ə.deɪz,adv,nu om stunder;nu til dags,Cars nowadays are more efficient.,
bilgewater,ˈbɪld͡ʒwɔtɚ,noun,bundvand,We need a bilgewater.,Vi behøver en bundvand.
clown,klaʊn,noun,klovn,"Over there in Norway, the churches all burn down / Let's go dress in goth clothes and get painted like a clown",
ayatollah,,noun,ayatollah,She has a ayatollah.,Hun har en ayatollah.
part,pɑːt,noun,del,Gaul is divided into three parts.,
azalea,əˈzeɪliə,noun,azalea,We need a azalea.,Vi behøver en azalea.
aye,eɪ,intj,javel,"david: […] Will he surely give him his daughter? The daughter of his house in Gilgal? soldier: Aye, surely he will.",
aye-aye,ˈaɪˌaɪ,noun,aye aye,I can see a aye-aye.,Jeg kan se en aye aye.
litter,ˈlɪt.əʴ,noun,kuld,Quen he had made me hale and fere,
axle,ˈæksəl,noun,aksel;akse,rear axle,
axiom,ˈak.sɪ.əm,noun,aksiom,"Near-synonyms: given, facticity",
axial,ˈæk.sɪ.əl,adj,aksial,The axial asymmetry of Mercury's inertia ellipsoid may result in a torque that counterbalances the tidal torque,
awakening,əˈweɪ̯kənɪŋ,noun,opvågning;vækkelse,"When I invited women to decide for themselves which rite of passage to talk or write about, I found that only a few chose their sexual awakening.",
